17/03/2025 12:54:46 Training is starting...
17/03/2025 13:39:29 Epoch 18 lr-Adam: 0.01000000
17/03/2025 13:39:29 Epoch 18 val_e_tpss_d4_rmse: 0.00415422
17/03/2025 13:39:29 Epoch 18 val_f_tpss_d4_rmse: 0.09318066
17/03/2025 13:41:51 Epoch 19 val_loss: 9.55859184
17/03/2025 13:41:51 Epoch 19 train_e_tpss_d4: 0.01613263
17/03/2025 13:41:51 Epoch 19 train_f_tpss_d4: 0.06766153
17/03/2025 13:41:51 Epoch 19 train_e_tpss_d4_rmse: 0.01613263
17/03/2025 13:41:51 Epoch 19 train_f_tpss_d4_rmse: 0.06766153
17/03/2025 13:41:51 Epoch 19 lr-Adam: 0.01000000
17/03/2025 13:41:51 Epoch 19 val_e_tpss_d4_rmse: 0.00271425
17/03/2025 13:41:51 Epoch 19 val_f_tpss_d4_rmse: 0.07485913
17/03/2025 13:44:11 Epoch 20 val_loss: 7.29553699
17/03/2025 13:44:11 Epoch 20 train_e_tpss_d4: 0.00990748
17/03/2025 13:44:11 Epoch 20 train_f_tpss_d4: 0.12224767
17/03/2025 13:44:11 Epoch 20 train_e_tpss_d4_rmse: 0.00990748
17/03/2025 13:44:11 Epoch 20 train_f_tpss_d4_rmse: 0.12224767
17/03/2025 13:44:11 Epoch 20 lr-Adam: 0.01000000
17/03/2025 13:44:11 Epoch 20 val_e_tpss_d4_rmse: 0.01110811
17/03/2025 13:44:11 Epoch 20 val_f_tpss_d4_rmse: 0.07729778
17/03/2025 13:46:31 Epoch 21 val_loss: 13.65316963
17/03/2025 13:46:31 Epoch 21 train_e_tpss_d4: 0.01158595
17/03/2025 13:46:31 Epoch 21 train_f_tpss_d4: 0.04678766
17/03/2025 13:46:31 Epoch 21 train_e_tpss_d4_rmse: 0.01158595
17/03/2025 13:46:31 Epoch 21 train_f_tpss_d4_rmse: 0.04678766
17/03/2025 13:46:31 Epoch 21 lr-Adam: 0.01000000
17/03/2025 13:46:31 Epoch 21 val_e_tpss_d4_rmse: 0.03093206
17/03/2025 13:46:31 Epoch 21 val_f_tpss_d4_rmse: 0.09533224
17/03/2025 13:48:51 Epoch 22 val_loss: 5.10244322
17/03/2025 13:48:51 Epoch 22 train_e_tpss_d4: 0.00106185
17/03/2025 13:48:51 Epoch 22 train_f_tpss_d4: 0.09434161
17/03/2025 13:48:51 Epoch 22 train_e_tpss_d4_rmse: 0.00106185
17/03/2025 13:48:51 Epoch 22 train_f_tpss_d4_rmse: 0.09434161
17/03/2025 13:48:51 Epoch 22 lr-Adam: 0.01000000
17/03/2025 13:48:51 Epoch 22 val_e_tpss_d4_rmse: 0.00256983
17/03/2025 13:48:51 Epoch 22 val_f_tpss_d4_rmse: 0.06747274
17/03/2025 13:51:12 Epoch 23 val_loss: 9.84716320
17/03/2025 13:51:12 Epoch 23 train_e_tpss_d4: 0.00806431
17/03/2025 13:51:12 Epoch 23 train_f_tpss_d4: 0.08897665
17/03/2025 13:51:12 Epoch 23 train_e_tpss_d4_rmse: 0.00806431
17/03/2025 13:51:12 Epoch 23 train_f_tpss_d4_rmse: 0.08897665
17/03/2025 13:51:12 Epoch 23 lr-Adam: 0.01000000
17/03/2025 13:51:12 Epoch 23 val_e_tpss_d4_rmse: 0.01139806
17/03/2025 13:51:12 Epoch 23 val_f_tpss_d4_rmse: 0.09481618
17/03/2025 13:53:34 Epoch 24 val_loss: 7.54838324
17/03/2025 13:53:34 Epoch 24 train_e_tpss_d4: 0.01257089
17/03/2025 13:53:34 Epoch 24 train_f_tpss_d4: 0.05062765
17/03/2025 13:53:34 Epoch 24 train_e_tpss_d4_rmse: 0.01257089
17/03/2025 13:53:34 Epoch 24 train_f_tpss_d4_rmse: 0.05062765
17/03/2025 13:53:34 Epoch 24 lr-Adam: 0.01000000
17/03/2025 13:53:34 Epoch 24 val_e_tpss_d4_rmse: 0.00881269
17/03/2025 13:53:34 Epoch 24 val_f_tpss_d4_rmse: 0.08251363
17/03/2025 13:55:55 Epoch 25 val_loss: 8.21119404
17/03/2025 13:55:55 Epoch 25 train_e_tpss_d4: 0.00423297
17/03/2025 13:55:55 Epoch 25 train_f_tpss_d4: 0.07837146
17/03/2025 13:55:55 Epoch 25 train_e_tpss_d4_rmse: 0.00423297
17/03/2025 13:55:55 Epoch 25 train_f_tpss_d4_rmse: 0.07837146
17/03/2025 13:55:55 Epoch 25 lr-Adam: 0.01000000
17/03/2025 13:55:55 Epoch 25 val_e_tpss_d4_rmse: 0.01361017
17/03/2025 13:55:55 Epoch 25 val_f_tpss_d4_rmse: 0.08389872
17/03/2025 13:58:17 Epoch 26 val_loss: 60.39208221
17/03/2025 13:58:17 Epoch 26 train_e_tpss_d4: 0.00272219
17/03/2025 13:58:17 Epoch 26 train_f_tpss_d4: 0.07227682
17/03/2025 13:58:17 Epoch 26 train_e_tpss_d4_rmse: 0.00272219
17/03/2025 13:58:17 Epoch 26 train_f_tpss_d4_rmse: 0.07227682
17/03/2025 13:58:17 Epoch 26 lr-Adam: 0.01000000
17/03/2025 13:58:17 Epoch 26 val_e_tpss_d4_rmse: 0.00685724
17/03/2025 13:58:17 Epoch 26 val_f_tpss_d4_rmse: 0.12332290
17/03/2025 14:00:40 Epoch 27 val_loss: 12.51034832
17/03/2025 14:00:40 Epoch 27 train_e_tpss_d4: 0.03438092
17/03/2025 14:00:40 Epoch 27 train_f_tpss_d4: 0.06269966
17/03/2025 14:00:40 Epoch 27 train_e_tpss_d4_rmse: 0.03438092
17/03/2025 14:00:40 Epoch 27 train_f_tpss_d4_rmse: 0.06269966
17/03/2025 14:00:40 Epoch 27 lr-Adam: 0.01000000
17/03/2025 14:00:40 Epoch 27 val_e_tpss_d4_rmse: 0.02582233
17/03/2025 14:00:40 Epoch 27 val_f_tpss_d4_rmse: 0.09754970
17/03/2025 14:02:59 Epoch 28 val_loss: 9.83011150
17/03/2025 14:02:59 Epoch 28 train_e_tpss_d4: 0.02731967
17/03/2025 14:02:59 Epoch 28 train_f_tpss_d4: 0.04837292
17/03/2025 14:02:59 Epoch 28 train_e_tpss_d4_rmse: 0.02731967
17/03/2025 14:02:59 Epoch 28 train_f_tpss_d4_rmse: 0.04837292
17/03/2025 14:02:59 Epoch 28 lr-Adam: 0.01000000
17/03/2025 14:02:59 Epoch 28 val_e_tpss_d4_rmse: 0.02583649
17/03/2025 14:02:59 Epoch 28 val_f_tpss_d4_rmse: 0.08373882
17/03/2025 14:05:21 Epoch 29 val_loss: 4.73561001
17/03/2025 14:05:21 Epoch 29 train_e_tpss_d4: 0.00734348
17/03/2025 14:05:21 Epoch 29 train_f_tpss_d4: 0.05404898
17/03/2025 14:05:21 Epoch 29 train_e_tpss_d4_rmse: 0.00734348
17/03/2025 14:05:21 Epoch 29 train_f_tpss_d4_rmse: 0.05404898
17/03/2025 14:05:21 Epoch 29 lr-Adam: 0.01000000
17/03/2025 14:05:21 Epoch 29 val_e_tpss_d4_rmse: 0.00290683
17/03/2025 14:05:21 Epoch 29 val_f_tpss_d4_rmse: 0.06528800
17/03/2025 14:07:43 Epoch 30 val_loss: 8.54106712
17/03/2025 14:07:43 Epoch 30 train_e_tpss_d4: 0.04104314
17/03/2025 14:07:43 Epoch 30 train_f_tpss_d4: 0.07485103
17/03/2025 14:07:43 Epoch 30 train_e_tpss_d4_rmse: 0.04104314
17/03/2025 14:07:43 Epoch 30 train_f_tpss_d4_rmse: 0.07485103
17/03/2025 14:07:43 Epoch 30 lr-Adam: 0.01000000
17/03/2025 14:07:43 Epoch 30 val_e_tpss_d4_rmse: 0.01991531
17/03/2025 14:07:43 Epoch 30 val_f_tpss_d4_rmse: 0.08206215
17/03/2025 14:10:04 Epoch 31 val_loss: 13.74595547
17/03/2025 14:10:04 Epoch 31 train_e_tpss_d4: 0.01129309
17/03/2025 14:10:04 Epoch 31 train_f_tpss_d4: 0.08821765
17/03/2025 14:10:04 Epoch 31 train_e_tpss_d4_rmse: 0.01129309
17/03/2025 14:10:04 Epoch 31 train_f_tpss_d4_rmse: 0.08821765
17/03/2025 14:10:04 Epoch 31 lr-Adam: 0.01000000
17/03/2025 14:10:04 Epoch 31 val_e_tpss_d4_rmse: 0.02150549
17/03/2025 14:10:04 Epoch 31 val_f_tpss_d4_rmse: 0.10859126
17/03/2025 14:12:27 Epoch 32 val_loss: 8.48805428
17/03/2025 14:12:27 Epoch 32 train_e_tpss_d4: 0.01800155
17/03/2025 14:12:27 Epoch 32 train_f_tpss_d4: 0.06213840
17/03/2025 14:12:27 Epoch 32 train_e_tpss_d4_rmse: 0.01800155
17/03/2025 14:12:27 Epoch 32 train_f_tpss_d4_rmse: 0.06213840
17/03/2025 14:12:27 Epoch 32 lr-Adam: 0.01000000
17/03/2025 14:12:27 Epoch 32 val_e_tpss_d4_rmse: 0.01254541
17/03/2025 14:12:27 Epoch 32 val_f_tpss_d4_rmse: 0.08670707
17/03/2025 14:14:50 Epoch 33 val_loss: 19.83068657
17/03/2025 14:14:50 Epoch 33 train_e_tpss_d4: 0.00458643
17/03/2025 14:14:50 Epoch 33 train_f_tpss_d4: 0.10101275
17/03/2025 14:14:50 Epoch 33 train_e_tpss_d4_rmse: 0.00458643
17/03/2025 14:14:50 Epoch 33 train_f_tpss_d4_rmse: 0.10101275
17/03/2025 14:14:50 Epoch 33 lr-Adam: 0.01000000
17/03/2025 14:14:50 Epoch 33 val_e_tpss_d4_rmse: 0.01518092
17/03/2025 14:14:50 Epoch 33 val_f_tpss_d4_rmse: 0.13736434
17/03/2025 14:17:13 Epoch 34 val_loss: 4.79500484
17/03/2025 14:17:13 Epoch 34 train_e_tpss_d4: 0.01157050
17/03/2025 14:17:13 Epoch 34 train_f_tpss_d4: 0.07567744
17/03/2025 14:17:13 Epoch 34 train_e_tpss_d4_rmse: 0.01157050
17/03/2025 14:17:13 Epoch 34 train_f_tpss_d4_rmse: 0.07567744
17/03/2025 14:17:13 Epoch 34 lr-Adam: 0.01000000
17/03/2025 14:17:13 Epoch 34 val_e_tpss_d4_rmse: 0.00932313
17/03/2025 14:17:13 Epoch 34 val_f_tpss_d4_rmse: 0.06206268
17/03/2025 14:19:35 Epoch 35 val_loss: 9.10367870
17/03/2025 14:19:35 Epoch 35 train_e_tpss_d4: 0.01803154
17/03/2025 14:19:35 Epoch 35 train_f_tpss_d4: 0.07490371
17/03/2025 14:19:35 Epoch 35 train_e_tpss_d4_rmse: 0.01803154
17/03/2025 14:19:35 Epoch 35 train_f_tpss_d4_rmse: 0.07490371
17/03/2025 14:19:35 Epoch 35 lr-Adam: 0.01000000
17/03/2025 14:19:35 Epoch 35 val_e_tpss_d4_rmse: 0.00398859
17/03/2025 14:19:35 Epoch 35 val_f_tpss_d4_rmse: 0.09345465
17/03/2025 14:21:54 Epoch 36 val_loss: 13.47941971
17/03/2025 14:21:54 Epoch 36 train_e_tpss_d4: 0.00885118
17/03/2025 14:21:54 Epoch 36 train_f_tpss_d4: 0.09066979
17/03/2025 14:21:54 Epoch 36 train_e_tpss_d4_rmse: 0.00885118
17/03/2025 14:21:54 Epoch 36 train_f_tpss_d4_rmse: 0.09066979
17/03/2025 14:21:54 Epoch 36 lr-Adam: 0.01000000
17/03/2025 14:21:54 Epoch 36 val_e_tpss_d4_rmse: 0.02282069
17/03/2025 14:21:54 Epoch 36 val_f_tpss_d4_rmse: 0.10607611
17/03/2025 14:24:16 Epoch 37 val_loss: 6.36001968
17/03/2025 14:24:16 Epoch 37 train_e_tpss_d4: 0.00555779
17/03/2025 14:24:16 Epoch 37 train_f_tpss_d4: 0.06010043
17/03/2025 14:24:16 Epoch 37 train_e_tpss_d4_rmse: 0.00555779
17/03/2025 14:24:16 Epoch 37 train_f_tpss_d4_rmse: 0.06010043
17/03/2025 14:24:16 Epoch 37 lr-Adam: 0.01000000
17/03/2025 14:24:16 Epoch 37 val_e_tpss_d4_rmse: 0.01831377
17/03/2025 14:24:16 Epoch 37 val_f_tpss_d4_rmse: 0.06895799
17/03/2025 14:26:39 Epoch 38 val_loss: 5.48622656
17/03/2025 14:26:39 Epoch 38 train_e_tpss_d4: 0.00477624
17/03/2025 14:26:39 Epoch 38 train_f_tpss_d4: 0.04581420
17/03/2025 14:26:39 Epoch 38 train_e_tpss_d4_rmse: 0.00477624
17/03/2025 14:26:39 Epoch 38 train_f_tpss_d4_rmse: 0.04581420
17/03/2025 14:26:39 Epoch 38 lr-Adam: 0.01000000
17/03/2025 14:26:39 Epoch 38 val_e_tpss_d4_rmse: 0.01936047
17/03/2025 14:26:39 Epoch 38 val_f_tpss_d4_rmse: 0.06020138
17/03/2025 14:29:00 Epoch 39 val_loss: 3.80293322
17/03/2025 14:29:00 Epoch 39 train_e_tpss_d4: 0.00746926
17/03/2025 14:29:00 Epoch 39 train_f_tpss_d4: 0.09593849
17/03/2025 14:29:00 Epoch 39 train_e_tpss_d4_rmse: 0.00746926
17/03/2025 14:29:00 Epoch 39 train_f_tpss_d4_rmse: 0.09593849
17/03/2025 14:29:00 Epoch 39 lr-Adam: 0.01000000
17/03/2025 14:29:00 Epoch 39 val_e_tpss_d4_rmse: 0.00374262
17/03/2025 14:29:00 Epoch 39 val_f_tpss_d4_rmse: 0.05765332
17/03/2025 14:31:22 Epoch 40 val_loss: 5.41203737
17/03/2025 14:31:22 Epoch 40 train_e_tpss_d4: 0.01092282
17/03/2025 14:31:22 Epoch 40 train_f_tpss_d4: 0.05935230
17/03/2025 14:31:22 Epoch 40 train_e_tpss_d4_rmse: 0.01092282
17/03/2025 14:31:22 Epoch 40 train_f_tpss_d4_rmse: 0.05935230
17/03/2025 14:31:22 Epoch 40 lr-Adam: 0.01000000
17/03/2025 14:31:22 Epoch 40 val_e_tpss_d4_rmse: 0.00340920
17/03/2025 14:31:22 Epoch 40 val_f_tpss_d4_rmse: 0.07141600
17/03/2025 14:33:44 Epoch 41 val_loss: 4.83333826
17/03/2025 14:33:44 Epoch 41 train_e_tpss_d4: 0.00587846
17/03/2025 14:33:44 Epoch 41 train_f_tpss_d4: 0.06183458
17/03/2025 14:33:44 Epoch 41 train_e_tpss_d4_rmse: 0.00587846
17/03/2025 14:33:44 Epoch 41 train_f_tpss_d4_rmse: 0.06183458
17/03/2025 14:33:44 Epoch 41 lr-Adam: 0.01000000
17/03/2025 14:33:44 Epoch 41 val_e_tpss_d4_rmse: 0.00774734
17/03/2025 14:33:44 Epoch 41 val_f_tpss_d4_rmse: 0.06435364
17/03/2025 14:36:06 Epoch 42 val_loss: 6.44841433
17/03/2025 14:36:06 Epoch 42 train_e_tpss_d4: 0.00366482
17/03/2025 14:36:06 Epoch 42 train_f_tpss_d4: 0.04873711
17/03/2025 14:36:06 Epoch 42 train_e_tpss_d4_rmse: 0.00366482
17/03/2025 14:36:06 Epoch 42 train_f_tpss_d4_rmse: 0.04873711
17/03/2025 14:36:06 Epoch 42 lr-Adam: 0.01000000
17/03/2025 14:36:06 Epoch 42 val_e_tpss_d4_rmse: 0.00253922
17/03/2025 14:36:06 Epoch 42 val_f_tpss_d4_rmse: 0.07776321
17/03/2025 14:38:26 Epoch 43 val_loss: 11.06920242
17/03/2025 14:38:26 Epoch 43 train_e_tpss_d4: 0.00492828
17/03/2025 14:38:26 Epoch 43 train_f_tpss_d4: 0.06492131
17/03/2025 14:38:26 Epoch 43 train_e_tpss_d4_rmse: 0.00492828
17/03/2025 14:38:26 Epoch 43 train_f_tpss_d4_rmse: 0.06492131
17/03/2025 14:38:26 Epoch 43 lr-Adam: 0.01000000
17/03/2025 14:38:26 Epoch 43 val_e_tpss_d4_rmse: 0.01817152
17/03/2025 14:38:26 Epoch 43 val_f_tpss_d4_rmse: 0.09817422
17/03/2025 14:40:47 Epoch 44 val_loss: 7.56334972
17/03/2025 14:40:47 Epoch 44 train_e_tpss_d4: 0.01969072
17/03/2025 14:40:47 Epoch 44 train_f_tpss_d4: 0.09093338
17/03/2025 14:40:47 Epoch 44 train_e_tpss_d4_rmse: 0.01969072
17/03/2025 14:40:47 Epoch 44 train_f_tpss_d4_rmse: 0.09093338
17/03/2025 14:40:47 Epoch 44 lr-Adam: 0.01000000
17/03/2025 14:40:47 Epoch 44 val_e_tpss_d4_rmse: 0.01238611
17/03/2025 14:40:47 Epoch 44 val_f_tpss_d4_rmse: 0.08178823
